date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:41	4732/4732	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/fonts/iwj/css/fontello.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/fonts/iwj/css/fontello5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:41	15572/15572	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Jun%202018%2021:46:50%20GMT	http://ishvar.tfa.az/wp-content/plugins/woocommerce/assets/css/select2.css?ver=3.4.3	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/woocommerce/assets/css/select2cd45.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:41	52764/52764	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/css/woocommerce.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/css/woocommerce5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:41	1545/1545	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.carousel.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.carousel5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:42	1743/1743	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.theme.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.theme5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:42	4408/4408	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.transitions.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/css/owl.transitions5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:42	84338/84338	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/css/animation.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/css/animation5b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:43	123524/123524	---MCZ	200	added ('OK')	text/css	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/style.css?ver=4.9.7	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/style37cb.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:44	15219/15219	---MCZ	200	added ('OK')	text/css	date:Wed,%2018%20Jul%202018%2006:34:22%20GMT	http://ishvar.tfa.az/wp-content/uploads/injob/color-2980b9.css?ver=2.9.0	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/injob/color-2980b95b0a.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:46	462190/462190	---MCZ	200	added ('OK')	text/css	date:Wed,%2021%20Mar%202018%2007:55:12%20GMT	http://ishvar.tfa.az/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/js_composer/assets/css/js_composer.min8b06.css	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:46	353/353	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jul%202018%2011:36:20%20GMT	http://ishvar.tfa.az/wp-content/plugins/woocommerce-multilingual/res/js/front-scripts.min.js?ver=4.3.3	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/woocommerce-multilingual/res/js/front-scripts.minb523.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:46	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Jan%202018%2012:42:44%20GMT	http://ishvar.tfa.az/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:47	396/396	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Jul%202018%2011:36:20%20GMT	http://ishvar.tfa.az/wp-content/plugins/woocommerce-multilingual/res/js/cart_widget.min.js?ver=4.3.3	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/woocommerce-multilingual/res/js/cart_widget.minb523.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:51	64904/64904	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2021%20Mar%202018%2007:55:16%20GMT	http://ishvar.tfa.az/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.7.1	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min8c43.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:51	97184/97184	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Jan%202018%2012:42:44%20GMT	http://ishvar.tfa.az/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-includes/js/jquery/jqueryb8ff.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:51	2650/2650	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2020%20Jun%202018%2021:46:50%20GMT	http://ishvar.tfa.az/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.4.3	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mincd45.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:52	895/895	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2021%20Mar%202018%2007:55:13%20GMT	http://ishvar.tfa.az/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=5.4.7	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart8b06.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:53	3180/3180	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:44:55%20GMT	http://ishvar.tfa.az/wp-content/uploads/2018/04/faveicon-100x100.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2018/04/faveicon-100x100.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:53	110563/110563	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2021%20Mar%202018%2007:55:16%20GMT	http://ishvar.tfa.az/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.7.1	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min8c43.js	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:54	1200/1200	---M--	200	added ('OK')	image/png	etag:%224b0-55b2bd9f53380%22	http://jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/logo-mobile.png	C:/My%20Web%20Sites/isver/jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/logo-mobile.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:54	4007/4007	---M--	200	added ('OK')	image/png	etag:%22fa7-55b2bd9f53380%22	http://jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/logo.png	C:/My%20Web%20Sites/isver/jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/logo.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:54	11543/11543	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:51:24%20GMT	http://ishvar.tfa.az/wp-content/uploads/2018/04/faveicon-300x300.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2018/04/faveicon-300x300.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:55	3782/3782	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/06/eco-care-logo-2.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/06/eco-care-logo-2.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:57	152515/152515	---M--	200	added ('OK')	image/jpeg	etag:%22253c3-556545d882b80%22	http://jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/bg-page-heading.jpg	C:/My%20Web%20Sites/isver/jobboard.inwavethemes.com/wp-content/themes/injob/assets/images/bg-page-heading.jpg	(from http://ishvar.tfa.az/index.php/jobs/)
10:32:58	1620/1620	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/07/logo5.jpg	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/07/logo5.jpg	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:00	317512/317512	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:34:45%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=php	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexf398.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:01	1852/1852	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/07/logo1-1.jpg	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/07/logo1-1.jpg	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:05	311441/311441	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:34:50%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=ios+developer	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexa123.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:05	3047/3047	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/06/eagle-wings-logo.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/06/eagle-wings-logo.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:10	320513/320513	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:34:54%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=senior	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexcc6d.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:10	2825/2825	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/06/unnamed.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/06/unnamed.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:13	312890/312890	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:34:58%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=ios	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexbb88.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:14	21479/21479	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:02%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/05/Asset-43@4x.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/05/Asset-43@4x.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:17	317146/317146	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:35:03%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=designer	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/index715e.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:18	13827/13827	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/09/cat-2.original.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/09/cat-2.original.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:21	318846/318846	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:35:06%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=digital	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/index8031.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:22	1695/1695	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Mar%202018%2008:05:07%20GMT	http://ishvar.tfa.az/wp-content/uploads/2017/06/Group-2-1.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/uploads/2017/06/Group-2-1.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:24	294/294	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-1.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-1.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:25	308403/308403	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:35:10%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=android	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexad4e.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:26	6470/6470	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-2.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-2.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:28	309862/309862	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:35:13%20GMT	http://ishvar.tfa.az/index.php/jobs/?keyword=linux	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/indexf546.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:29	18822/18822	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-3.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-3.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:31	642/642	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-4.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-4.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:31	327423/327423	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Jul%202018%2006:35:17%20GMT	http://ishvar.tfa.az/index.php/jobs/page/2/	C:/My%20Web%20Sites/isver/ishvar.tfa.az/index.php/jobs/page/2/index.html	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:32	605/605	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-5.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-5.png	(from http://ishvar.tfa.az/index.php/jobs/)
10:33:32	299/299	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Jul%202018%2019:28:52%20GMT	http://ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-6.png	C:/My%20Web%20Sites/isver/ishvar.tfa.az/wp-content/themes/injob/assets/images/texture/texture-6.png	(from http://ishvar.tfa.az/index.php/jobs/)
